,Model,Extra,Mode,Extra ratio
597,QCL,1.6209434429158789,sin2,0.9
598,GPR,0.4464986521857718,sin2,0.9
599,DNN,11.845684227449233,sin2,0.9
600,QCL,2.6285937671314015e-07,linear,0.1
601,GPR,2.535174836242948e-06,linear,0.1
602,DNN,0.0001412766428212343,linear,0.1
603,QCL,8.496538312392819e-08,linear,0.3
604,GPR,2.0868993642612862e-05,linear,0.3
605,DNN,0.00020732319174594915,linear,0.3
606,QCL,6.812857148395873e-08,linear,0.5
607,GPR,0.004839483258407578,linear,0.5
608,DNN,0.0012558570242950592,linear,0.5
609,QCL,7.693321577671311e-08,linear,0.7
610,GPR,0.08046770058840112,linear,0.7
611,DNN,0.011217893449766583,linear,0.7
612,QCL,7.915305580084703e-07,linear,0.9
613,GPR,0.07004248487225784,linear,0.9
614,DNN,0.09323179666910342,linear,0.9
615,QCL,6.730478899073731e-06,exp,0.1
616,GPR,5.941985535257847e-05,exp,0.1
617,DNN,0.0020359453462792305,exp,0.1
618,QCL,0.0010041994848315544,exp,0.3
619,GPR,0.00021007391547405485,exp,0.3
620,DNN,0.002974332872430695,exp,0.3
621,QCL,0.0005420899521135962,exp,0.5
622,GPR,0.004612748141810723,exp,0.5
623,DNN,0.030203140322666477,exp,0.5
624,QCL,0.011475404016591223,exp,0.7
625,GPR,0.019420586848232817,exp,0.7
626,DNN,0.19720900581631906,exp,0.7
627,QCL,0.00799549988631802,exp,0.9
628,GPR,0.07084153421429774,exp,0.9
629,DNN,0.08209473202042228,exp,0.9
630,QCL,2.8924060747066126e-05,sin1/2,0.1
631,GPR,1.752467020674462e-05,sin1/2,0.1
632,DNN,0.0007374486076794324,sin1/2,0.1
633,QCL,7.518843310471317e-06,sin1/2,0.3
634,GPR,0.0012523178691881266,sin1/2,0.3
635,DNN,0.00589175043026498,sin1/2,0.3
636,QCL,7.009558766252605e-06,sin1/2,0.5
637,GPR,0.0007701458782243516,sin1/2,0.5
638,DNN,0.029794201014189246,sin1/2,0.5
639,QCL,0.0003768468982363266,sin1/2,0.7
640,GPR,0.010487781915289401,sin1/2,0.7
641,DNN,0.12444240941277732,sin1/2,0.7
642,QCL,0.0003797675950943468,sin1/2,0.9
643,GPR,0.17272291601067055,sin1/2,0.9
644,DNN,0.6245816290740858,sin1/2,0.9
645,QCL,0.10923812068997256,sin,0.1
646,GPR,1.0551807407859886e-06,sin,0.1
647,DNN,0.005966908458193103,sin,0.1
648,QCL,1.1282845590417077,sin,0.3
649,GPR,0.04322337944866109,sin,0.3
650,DNN,0.3891467054492973,sin,0.3
651,QCL,0.9079958121814958,sin,0.5
652,GPR,0.16023439342409135,sin,0.5
653,DNN,1.1196499843086265,sin,0.5
654,QCL,0.468659705383191,sin,0.7
655,GPR,0.03773010520823014,sin,0.7
656,DNN,6.592747120374271,sin,0.7
657,QCL,0.6515846273559216,sin,0.9
658,GPR,0.39869728310985414,sin,0.9
659,DNN,7.418408177175492,sin,0.9
660,QCL,0.3838777179941089,sin2,0.1
661,GPR,0.016076958908402973,sin2,0.1
662,DNN,0.6506297915061372,sin2,0.1
663,QCL,3.937671319493705,sin2,0.3
664,GPR,0.22958352347508015,sin2,0.3
665,DNN,0.8084419911905051,sin2,0.3
666,QCL,1.2842000982164665,sin2,0.5
667,GPR,0.7765835665068521,sin2,0.5
668,DNN,4.121729950465982,sin2,0.5
669,QCL,2.7499475921625214,sin2,0.7
670,GPR,0.3221296260277482,sin2,0.7
671,DNN,1.6782297779243256,sin2,0.7
672,QCL,1.873371069425731,sin2,0.9
673,GPR,0.4479396561578819,sin2,0.9
674,DNN,24.102006889695375,sin2,0.9
675,QCL,1.73010800983919e-05,linear,0.1
676,GPR,4.149791233632875e-06,linear,0.1
677,DNN,0.0007739763385332772,linear,0.1
678,QCL,2.5977300651894785e-06,linear,0.3
679,GPR,0.00016900560114681173,linear,0.3
680,DNN,0.0014718502619330063,linear,0.3
681,QCL,2.8935855977964218e-06,linear,0.5
682,GPR,0.0009590941413329573,linear,0.5
683,DNN,0.00016614196100859184,linear,0.5
684,QCL,3.3218500074536305e-06,linear,0.7
685,GPR,0.011113487172834776,linear,0.7
686,DNN,0.0013411216436020163,linear,0.7
687,QCL,1.6192408029853022e-05,linear,0.9
688,GPR,0.09530636127504281,linear,0.9
689,DNN,0.03184127164164185,linear,0.9
690,QCL,2.8333166034777965e-05,exp,0.1
691,GPR,0.0001646827320138841,exp,0.1
692,DNN,0.001273709691563521,exp,0.1
693,QCL,2.6332237171701235e-05,exp,0.3
694,GPR,0.0012415574560870662,exp,0.3
695,DNN,0.008380079332948777,exp,0.3
696,QCL,0.00010778735076357661,exp,0.5
697,GPR,0.003910531428369209,exp,0.5
698,DNN,0.02256974271488807,exp,0.5
699,QCL,0.011009811303282156,exp,0.7
700,GPR,0.009628143735534223,exp,0.7
701,DNN,0.034725639910393596,exp,0.7
702,QCL,0.010928680531360285,exp,0.9
703,GPR,0.05805351710217113,exp,0.9
704,DNN,0.05491012384487084,exp,0.9
705,QCL,3.2944484266905834e-05,sin1/2,0.1
706,GPR,4.978197876839146e-06,sin1/2,0.1
707,DNN,0.0014594218277443117,sin1/2,0.1
708,QCL,1.4491910600871808e-05,sin1/2,0.3
709,GPR,0.0011293750533204203,sin1/2,0.3
710,DNN,0.004933233120861138,sin1/2,0.3
711,QCL,9.47044145293868e-06,sin1/2,0.5
712,GPR,0.00026124340826700737,sin1/2,0.5
713,DNN,0.003965217102993056,sin1/2,0.5
714,QCL,4.270620147869311e-06,sin1/2,0.7
715,GPR,0.008040006783322777,sin1/2,0.7
716,DNN,0.15524952696211095,sin1/2,0.7
717,QCL,6.324065783394224e-05,sin1/2,0.9
718,GPR,1.189731674206852,sin1/2,0.9
719,DNN,0.48896873454814066,sin1/2,0.9
720,QCL,0.12186145150544252,sin,0.1
721,GPR,5.121610129777706e-07,sin,0.1
722,DNN,0.024209818128701422,sin,0.1
723,QCL,0.7430096299567774,sin,0.3
724,GPR,0.012815720794924114,sin,0.3
725,DNN,0.19451923478674185,sin,0.3
726,QCL,0.9035756268044615,sin,0.5
727,GPR,0.1408862612695534,sin,0.5
728,DNN,0.1210130580351626,sin,0.5
729,QCL,0.4958204244698127,sin,0.7
730,GPR,0.028096384038901606,sin,0.7
731,DNN,3.7514977737532726,sin,0.7
732,QCL,0.3826979407731662,sin,0.9
733,GPR,0.4208723211747752,sin,0.9
734,DNN,7.09816261233594,sin,0.9
735,QCL,0.6652362770066859,sin2,0.1
736,GPR,0.027297176541408886,sin2,0.1
737,DNN,0.7263924649745676,sin2,0.1
738,QCL,1.7388824953922242,sin2,0.3
739,GPR,0.09670474706266949,sin2,0.3
740,DNN,0.18809187669083027,sin2,0.3
741,QCL,1.9211839012343155,sin2,0.5
742,GPR,0.6164639373194448,sin2,0.5
743,DNN,2.92012129392451,sin2,0.5
744,QCL,3.1673964783133797,sin2,0.7
745,GPR,0.36271323323824456,sin2,0.7
746,DNN,3.4627937467223533,sin2,0.7
747,QCL,1.9515173729916404,sin2,0.9
748,GPR,0.4245112384709546,sin2,0.9
749,DNN,9.365101735137982,sin2,0.9
750,QCL,8.890746881267447e-05,linear,0.1
751,GPR,6.771369657988272e-06,linear,0.1
752,DNN,0.00026395625976719645,linear,0.1
753,QCL,3.973376368911157e-05,linear,0.3
754,GPR,0.00010329428677889173,linear,0.3
755,DNN,1.6396931822510876e-05,linear,0.3
756,QCL,6.886954743181195e-05,linear,0.5
757,GPR,0.007263041326953054,linear,0.5
758,DNN,0.00012751167256300016,linear,0.5
759,QCL,0.0010973920053445646,linear,0.7
760,GPR,0.014727641242764485,linear,0.7
761,DNN,0.001378315866311358,linear,0.7
762,QCL,0.0008736673948164651,linear,0.9
763,GPR,0.0890096878394421,linear,0.9
764,DNN,0.10924883917680799,linear,0.9
765,QCL,9.871200940058307e-05,exp,0.1
766,GPR,0.00019652202688199126,exp,0.1
767,DNN,0.0032458035718383182,exp,0.1
768,QCL,7.535696561505768e-05,exp,0.3
769,GPR,0.0023342324989551245,exp,0.3
770,DNN,0.022409658002187152,exp,0.3
771,QCL,3.9386134095124936e-05,exp,0.5
772,GPR,0.004961101168348659,exp,0.5
773,DNN,0.04777281033570945,exp,0.5
774,QCL,6.31859169408931e-05,exp,0.7
775,GPR,0.02647788565201491,exp,0.7
776,DNN,0.06778675978887748,exp,0.7
777,QCL,3.0472772212377646e-05,exp,0.9
778,GPR,0.059619140906692326,exp,0.9
779,DNN,0.061373973425054164,exp,0.9
780,QCL,1.3420358761679109e-05,sin1/2,0.1
781,GPR,2.325027393531475e-06,sin1/2,0.1
782,DNN,0.0005376437825489905,sin1/2,0.1
783,QCL,3.922291838219403e-06,sin1/2,0.3
784,GPR,0.00056496632957709,sin1/2,0.3
785,DNN,0.00026264282147013144,sin1/2,0.3
786,QCL,3.916743247789286e-06,sin1/2,0.5
787,GPR,0.0010717692228319389,sin1/2,0.5
788,DNN,0.05139840539252151,sin1/2,0.5
789,QCL,3.5692266230222763e-06,sin1/2,0.7
790,GPR,0.015111484414796306,sin1/2,0.7
791,DNN,0.2933475550201896,sin1/2,0.7
792,QCL,3.160289775757971e-06,sin1/2,0.9
793,GPR,1.3306115901652087,sin1/2,0.9
794,DNN,0.26404626174257817,sin1/2,0.9
795,QCL,0.10121355407221785,sin,0.1
796,GPR,1.440262315028428e-06,sin,0.1
797,DNN,0.011586152878976564,sin,0.1
798,QCL,1.1413911371064167,sin,0.3
799,GPR,0.08247390058468322,sin,0.3
800,DNN,0.049629224949782974,sin,0.3
801,QCL,0.713385125979585,sin,0.5
802,GPR,0.14215472858951514,sin,0.5
803,DNN,1.6096966692506856,sin,0.5
804,QCL,0.5045717871038289,sin,0.7
805,GPR,0.16183181303046446,sin,0.7
806,DNN,4.181161222178672,sin,0.7
807,QCL,0.31277127487197015,sin,0.9
808,GPR,0.4797771103263058,sin,0.9
809,DNN,6.013609925095162,sin,0.9
810,QCL,0.6205692136936877,sin2,0.1
811,GPR,3.0691762530737265e-06,sin2,0.1
812,DNN,0.5512593945291794,sin2,0.1
813,QCL,5.004493633458358,sin2,0.3
814,GPR,0.23229478655762872,sin2,0.3
815,DNN,0.6148357628926852,sin2,0.3
816,QCL,3.076830909252203,sin2,0.5
817,GPR,0.5538965727796932,sin2,0.5
818,DNN,1.1526988789176045,sin2,0.5
819,QCL,2.6106497090690506,sin2,0.7
820,GPR,0.4165467419794248,sin2,0.7
821,DNN,3.683250496658057,sin2,0.7
822,QCL,1.5549168741020063,sin2,0.9
823,GPR,0.29762174598851204,sin2,0.9
824,DNN,0.9608084335079363,sin2,0.9
825,QCL,0.0002434272534852239,linear,0.1
826,GPR,2.4234097934552847e-06,linear,0.1
827,DNN,1.1849654597362886e-05,linear,0.1
828,QCL,0.0037067255922109965,linear,0.3
829,GPR,0.0003668068831770737,linear,0.3
830,DNN,0.0029439612396513133,linear,0.3
831,QCL,0.0008751916123724185,linear,0.5
832,GPR,0.007052637142575485,linear,0.5
833,DNN,0.0009234629163340344,linear,0.5
834,QCL,0.0007995334316657757,linear,0.7
835,GPR,0.0412208435337742,linear,0.7
836,DNN,0.0015106517850109456,linear,0.7
837,QCL,0.0005629944160673554,linear,0.9
838,GPR,0.07802769930996989,linear,0.9
839,DNN,0.16775971858718142,linear,0.9
840,QCL,0.0005890742938911896,exp,0.1
841,GPR,1.7980010021650072e-05,exp,0.1
842,DNN,0.00024478837590465415,exp,0.1
843,QCL,0.01582508901152001,exp,0.3
844,GPR,0.002378811952618353,exp,0.3
845,DNN,0.044228776057573284,exp,0.3
846,QCL,0.008605169471623979,exp,0.5
847,GPR,0.003546065310109943,exp,0.5
848,DNN,0.03678292015300386,exp,0.5
849,QCL,0.013277139795889948,exp,0.7
850,GPR,0.025206237658761288,exp,0.7
851,DNN,0.11804161951819263,exp,0.7
852,QCL,0.008903632525395,exp,0.9
853,GPR,0.06687439129829569,exp,0.9
854,DNN,0.05555266475709561,exp,0.9
855,QCL,0.0003932183917711617,sin1/2,0.1
856,GPR,1.775625837696732e-06,sin1/2,0.1
857,DNN,0.0009288012076992984,sin1/2,0.1
858,QCL,0.0009283666982504265,sin1/2,0.3
859,GPR,0.0006173548184998896,sin1/2,0.3
860,DNN,0.0004895603389171068,sin1/2,0.3
861,QCL,0.023463225988361897,sin1/2,0.5
862,GPR,0.0006969287905588795,sin1/2,0.5
863,DNN,0.019870766269856222,sin1/2,0.5
864,QCL,0.01343684622743811,sin1/2,0.7
865,GPR,0.008734813522054796,sin1/2,0.7
866,DNN,0.22634369287944137,sin1/2,0.7
867,QCL,0.01200511183506562,sin1/2,0.9
868,GPR,1.1770193646490095,sin1/2,0.9
869,DNN,0.6671497287589058,sin1/2,0.9
870,QCL,0.1383578034555403,sin,0.1
871,GPR,1.2113829172084859e-06,sin,0.1
872,DNN,0.01431023356492287,sin,0.1
873,QCL,0.6355606154413009,sin,0.3
874,GPR,0.01508978325119753,sin,0.3
875,DNN,0.13844386209447163,sin,0.3
876,QCL,1.0017493564535933,sin,0.5
877,GPR,0.1671254985849438,sin,0.5
878,DNN,0.9168671693933347,sin,0.5
879,QCL,0.8014417216341936,sin,0.7
880,GPR,0.031377164382609,sin,0.7
881,DNN,3.6518689572122733,sin,0.7
882,QCL,0.37316535292861835,sin,0.9
883,GPR,0.37339677165495194,sin,0.9
884,DNN,9.96749565631996,sin,0.9
885,QCL,0.33973334747224604,sin2,0.1
886,GPR,4.337014771928556e-05,sin2,0.1
887,DNN,0.8922074093138466,sin2,0.1
888,QCL,3.1280596399721134,sin2,0.3
889,GPR,0.10362850852569219,sin2,0.3
890,DNN,0.18325764653823243,sin2,0.3
891,QCL,2.6683851187058805,sin2,0.5
892,GPR,0.6898141920400165,sin2,0.5
893,DNN,2.731856503172944,sin2,0.5
894,QCL,2.6242759266237177,sin2,0.7
895,GPR,0.37792058778295046,sin2,0.7
896,DNN,1.6333443030805868,sin2,0.7
897,QCL,1.252106637575456,sin2,0.9
898,GPR,0.4720006271986421,sin2,0.9
899,DNN,19.447183329343822,sin2,0.9
900,QCL,9.414349535622408e-05,linear,0.1
901,GPR,2.6519234450397244e-06,linear,0.1
902,DNN,0.0001970778965971138,linear,0.1
903,QCL,3.2952782318800214e-05,linear,0.3
904,GPR,5.9133841934410764e-05,linear,0.3
905,DNN,0.0002901897271364184,linear,0.3
906,QCL,2.075330875100542e-05,linear,0.5
907,GPR,0.004814244700480807,linear,0.5
908,DNN,0.00367984357227506,linear,0.5
909,QCL,9.43084450162043e-06,linear,0.7
910,GPR,0.04282936380387748,linear,0.7
911,DNN,0.000822049768739811,linear,0.7
912,QCL,3.9885516181589004e-05,linear,0.9
913,GPR,0.08856172676560782,linear,0.9
914,DNN,0.37619827190867244,linear,0.9
915,QCL,0.0001767079029145957,exp,0.1
916,GPR,3.390106846153891e-05,exp,0.1
917,DNN,0.0004467236493078417,exp,0.1
918,QCL,0.00010817298311947103,exp,0.3
919,GPR,0.001192262371890869,exp,0.3
920,DNN,0.00765191588348037,exp,0.3
921,QCL,2.2455561330093587e-05,exp,0.5
922,GPR,0.004637459115195636,exp,0.5
923,DNN,0.019105677794840605,exp,0.5
924,QCL,2.5999733088745154e-05,exp,0.7
925,GPR,0.025793552616381568,exp,0.7
926,DNN,0.2513365059356818,exp,0.7
927,QCL,1.932493355932509e-05,exp,0.9
928,GPR,0.05057107268935213,exp,0.9
929,DNN,0.28525881540876236,exp,0.9
930,QCL,3.939844004860101e-05,sin1/2,0.1
931,GPR,1.3996407971033581e-05,sin1/2,0.1
932,DNN,0.0008307035259175373,sin1/2,0.1
933,QCL,1.438621399100524e-05,sin1/2,0.3
934,GPR,0.0010990430537379172,sin1/2,0.3
935,DNN,0.007990966461190453,sin1/2,0.3
936,QCL,8.98183396960965e-06,sin1/2,0.5
937,GPR,0.0005900394324123072,sin1/2,0.5
938,DNN,0.016455389145925706,sin1/2,0.5
939,QCL,2.4353950190314152e-05,sin1/2,0.7
940,GPR,0.0219949086768194,sin1/2,0.7
941,DNN,0.36097697723989663,sin1/2,0.7
942,QCL,6.4773190533702375e-06,sin1/2,0.9
943,GPR,1.0638849378392332,sin1/2,0.9
944,DNN,0.9015607049370645,sin1/2,0.9
945,QCL,0.11943756711209694,sin,0.1
946,GPR,1.4658375293879115e-06,sin,0.1
947,DNN,0.0124075046369332,sin,0.1
948,QCL,0.8374480931192362,sin,0.3
949,GPR,0.012691599658648724,sin,0.3
950,DNN,0.3471681326010007,sin,0.3
951,QCL,0.6430524717482596,sin,0.5
952,GPR,0.11848464162464573,sin,0.5
953,DNN,2.0645614033625597,sin,0.5
954,QCL,0.572321842796503,sin,0.7
955,GPR,0.021900905088949943,sin,0.7
956,DNN,4.710174288318625,sin,0.7
957,QCL,0.3629257022490193,sin,0.9
958,GPR,0.37795852705789235,sin,0.9
959,DNN,4.598942007651036,sin,0.9
960,QCL,0.23065542477280299,sin2,0.1
961,GPR,0.0004678365838445017,sin2,0.1
962,DNN,0.3914807934077668,sin2,0.1
963,QCL,3.4257647939975735,sin2,0.3
964,GPR,0.24970427268288722,sin2,0.3
965,DNN,1.032781407136407,sin2,0.3
966,QCL,1.7504751569299197,sin2,0.5
967,GPR,0.6659733183401179,sin2,0.5
968,DNN,4.909500016760365,sin2,0.5
969,QCL,2.830050310396731,sin2,0.7
970,GPR,0.3048361219139102,sin2,0.7
971,DNN,2.8748912321435904,sin2,0.7
972,QCL,1.5731847220857804,sin2,0.9
973,GPR,0.3648383385843689,sin2,0.9
974,DNN,10.261934821425884,sin2,0.9
975,QCL,8.646425672221342e-05,linear,0.1
976,GPR,2.3685925341541806e-06,linear,0.1
977,DNN,0.00023213721633505183,linear,0.1
978,QCL,1.817144608202423e-05,linear,0.3
979,GPR,0.00044631780212858247,linear,0.3
980,DNN,0.009980461203318195,linear,0.3
981,QCL,0.0006854784451874047,linear,0.5
982,GPR,0.0016265014428992596,linear,0.5
983,DNN,0.003455212614447522,linear,0.5
984,QCL,0.00040069591773123433,linear,0.7
985,GPR,0.027346322340487988,linear,0.7
986,DNN,0.0009094481414450846,linear,0.7
987,QCL,0.0004939581811224642,linear,0.9
988,GPR,0.09560903191290922,linear,0.9
989,DNN,0.03230888039208032,linear,0.9
990,QCL,6.166846711801879e-05,exp,0.1
991,GPR,7.083708829342613e-05,exp,0.1
992,DNN,0.0006014211860163208,exp,0.1
993,QCL,1.5451412685267356e-05,exp,0.3
994,GPR,0.0017426748217537174,exp,0.3
995,DNN,0.015568981064155933,exp,0.3
996,QCL,7.88917497570636e-06,exp,0.5
997,GPR,0.007686312074472342,exp,0.5
998,DNN,0.05796947684401611,exp,0.5
999,QCL,0.00024713906253828044,exp,0.7
1000,GPR,0.03189640259998864,exp,0.7
1001,DNN,0.1356370343473123,exp,0.7
1002,QCL,0.00017512412387107014,exp,0.9
1003,GPR,0.0735171794769573,exp,0.9
1004,DNN,0.24124492602241204,exp,0.9
1005,QCL,0.0006354886223779284,sin1/2,0.1
1006,GPR,9.310280618634934e-06,sin1/2,0.1
1007,DNN,0.0014715819951324036,sin1/2,0.1
1008,QCL,0.00023388157265619055,sin1/2,0.3
1009,GPR,0.0011508741765928006,sin1/2,0.3
1010,DNN,0.0027965527865692905,sin1/2,0.3
1011,QCL,9.818261636184923e-05,sin1/2,0.5
1012,GPR,0.000540154655773004,sin1/2,0.5
1013,DNN,0.0038401327332677525,sin1/2,0.5
1014,QCL,0.00015074683470410414,sin1/2,0.7
1015,GPR,0.012128325515952191,sin1/2,0.7
1016,DNN,0.10272008985517982,sin1/2,0.7
1017,QCL,8.834652399059784e-05,sin1/2,0.9
1018,GPR,1.100902386829344,sin1/2,0.9
1019,DNN,0.1627688871184224,sin1/2,0.9
1020,QCL,0.1521919319993307,sin,0.1
1021,GPR,1.6154406545952826e-06,sin,0.1
1022,DNN,0.009191183584550172,sin,0.1
1023,QCL,0.904270938064638,sin,0.3
1024,GPR,0.04156603313699121,sin,0.3
1025,DNN,0.14907538199301734,sin,0.3
1026,QCL,0.7618019393061065,sin,0.5
1027,GPR,0.11205094958806569,sin,0.5
1028,DNN,0.5472980788679993,sin,0.5
1029,QCL,0.5340046293165509,sin,0.7
1030,GPR,0.028584796399198698,sin,0.7
1031,DNN,2.228720178940361,sin,0.7
1032,QCL,0.3982804742899692,sin,0.9
1033,GPR,0.39030390540801585,sin,0.9
1034,DNN,7.285534921181078,sin,0.9
1035,QCL,0.3130156567823824,sin2,0.1
1036,GPR,4.966659363046994e-07,sin2,0.1
1037,DNN,0.07954670725387884,sin2,0.1
1038,QCL,3.071518610926042,sin2,0.3
1039,GPR,0.14286614742186685,sin2,0.3
1040,DNN,0.5693427493866923,sin2,0.3
1041,QCL,2.3849524958412487,sin2,0.5
1042,GPR,0.4134651081782221,sin2,0.5
1043,DNN,8.637525991574552,sin2,0.5
1044,QCL,2.9250306784307516,sin2,0.7
1045,GPR,0.5679174110976619,sin2,0.7
1046,DNN,1.7093305245827835,sin2,0.7
1047,QCL,1.5604821234088033,sin2,0.9
1048,GPR,0.45919906475116085,sin2,0.9
1049,DNN,16.81130135367478,sin2,0.9
1050,QCL,0.0041317184184557435,linear,0.1
1051,GPR,3.856204189059328e-06,linear,0.1
1052,DNN,0.0005096818431159922,linear,0.1
1053,QCL,0.024568978065575443,linear,0.3
1054,GPR,4.074349939167999e-05,linear,0.3
1055,DNN,0.0015044205741787068,linear,0.3
1056,QCL,0.005047187855755445,linear,0.5
1057,GPR,0.0006780791912076162,linear,0.5
1058,DNN,0.00551543048211805,linear,0.5
1059,QCL,0.08216550566319936,linear,0.7
1060,GPR,0.022211649748248494,linear,0.7
1061,DNN,0.0007389825298943474,linear,0.7
1062,QCL,0.07466924192096591,linear,0.9
1063,GPR,0.08538539667410872,linear,0.9
1064,DNN,0.000755198122830929,linear,0.9
1065,QCL,0.0007379952792319015,exp,0.1
1066,GPR,4.69716331886514e-05,exp,0.1
1067,DNN,0.00021336508444941933,exp,0.1
1068,QCL,0.00020055311944411426,exp,0.3
1069,GPR,0.0011337110975307215,exp,0.3
1070,DNN,0.007724435621937388,exp,0.3
1071,QCL,0.00016336837776628518,exp,0.5
1072,GPR,0.006945821867699526,exp,0.5
1073,DNN,0.041743363103478204,exp,0.5
1074,QCL,0.00010498025205473158,exp,0.7
1075,GPR,0.02152051158462282,exp,0.7
1076,DNN,0.06011471048528423,exp,0.7
1077,QCL,0.00010226123802120591,exp,0.9
1078,GPR,0.07001558955529168,exp,0.9
1079,DNN,0.4594769376009678,exp,0.9
1080,QCL,1.3617560215433208e-07,sin1/2,0.1
1081,GPR,1.0736327911364882e-06,sin1/2,0.1
1082,DNN,3.783114770858514e-05,sin1/2,0.1
1083,QCL,6.228004126178989e-07,sin1/2,0.3
1084,GPR,0.001459177788839663,sin1/2,0.3
1085,DNN,0.004708133977369329,sin1/2,0.3
1086,QCL,1.6030045708291448e-07,sin1/2,0.5
1087,GPR,0.0008665875113676774,sin1/2,0.5
1088,DNN,0.024602981082048822,sin1/2,0.5
1089,QCL,2.1108937486448326e-05,sin1/2,0.7
1090,GPR,0.024806830413801252,sin1/2,0.7
1091,DNN,0.3809851102400392,sin1/2,0.7
1092,QCL,8.872143890055225e-06,sin1/2,0.9
1093,GPR,0.14450390386859138,sin1/2,0.9
1094,DNN,0.5073637133208657,sin1/2,0.9
1095,QCL,0.10449848377306374,sin,0.1
1096,GPR,1.082871867011913e-06,sin,0.1
1097,DNN,0.006606920674025707,sin,0.1
1098,QCL,0.3933508599840831,sin,0.3
1099,GPR,0.0029048837164570573,sin,0.3
1100,DNN,0.21007401343882612,sin,0.3
1101,QCL,0.8673545213044936,sin,0.5
1102,GPR,0.15859333850796825,sin,0.5
1103,DNN,0.9162819243200191,sin,0.5
1104,QCL,0.7001268026771003,sin,0.7
1105,GPR,0.07200152513772488,sin,0.7
1106,DNN,3.0408402605745235,sin,0.7
1107,QCL,0.479575884547112,sin,0.9
1108,GPR,0.45602570545768145,sin,0.9
1109,DNN,10.523740477539617,sin,0.9
1110,QCL,0.4659367134379727,sin2,0.1
1111,GPR,7.743482198868573e-06,sin2,0.1
1112,DNN,0.5059085273727248,sin2,0.1
1113,QCL,3.6943288891065604,sin2,0.3
1114,GPR,0.25779016888305606,sin2,0.3
1115,DNN,0.30786611004012326,sin2,0.3
1116,QCL,2.73260768530117,sin2,0.5
1117,GPR,0.6043909631873445,sin2,0.5
1118,DNN,1.7729867059187112,sin2,0.5
1119,QCL,1.7184814323479773,sin2,0.7
1120,GPR,0.37951812698249304,sin2,0.7
1121,DNN,10.134693004960118,sin2,0.7
1122,QCL,1.6399359424730924,sin2,0.9
1123,GPR,0.4664719157499248,sin2,0.9
1124,DNN,15.837909337716894,sin2,0.9
1125,QCL,1.1145724803741025e-06,linear,0.1
1126,GPR,3.9220217286882515e-06,linear,0.1
1127,DNN,0.00024918677651346386,linear,0.1
1128,QCL,8.661398983341685e-07,linear,0.3
1129,GPR,0.0001331364888840791,linear,0.3
1130,DNN,0.002831316234996385,linear,0.3
1131,QCL,3.1285540302889487e-06,linear,0.5
1132,GPR,0.003629891066244347,linear,0.5
1133,DNN,0.00035271553077541833,linear,0.5
1134,QCL,5.67632815313597e-05,linear,0.7
1135,GPR,0.03446423327015221,linear,0.7
1136,DNN,0.0013011779024610754,linear,0.7
1137,QCL,2.0298178393320787e-05,linear,0.9
1138,GPR,0.09385333866259382,linear,0.9
1139,DNN,0.014474223184837515,linear,0.9
1140,QCL,3.155589168572805e-05,exp,0.1
1141,GPR,7.663747087438722e-05,exp,0.1
1142,DNN,0.0007047749450344358,exp,0.1
1143,QCL,4.287398673863591e-06,exp,0.3
1144,GPR,0.0008326513039941229,exp,0.3
1145,DNN,0.007392184655032708,exp,0.3
1146,QCL,2.3810406597081673e-06,exp,0.5
1147,GPR,0.005075861771063217,exp,0.5
1148,DNN,0.03454421732050476,exp,0.5
1149,QCL,0.0001337451543641226,exp,0.7
1150,GPR,0.033840752485376685,exp,0.7
1151,DNN,0.17240379964697194,exp,0.7
1152,QCL,2.3560097207118546e-05,exp,0.9
1153,GPR,0.0798698169266913,exp,0.9
1154,DNN,0.08385126098038632,exp,0.9
1155,QCL,4.07374670549926e-06,sin1/2,0.1
1156,GPR,3.4742491958116307e-06,sin1/2,0.1
1157,DNN,0.0019220851975311763,sin1/2,0.1
1158,QCL,6.330222148977663e-07,sin1/2,0.3
1159,GPR,0.0008081341703576802,sin1/2,0.3
1160,DNN,0.0039092275023533355,sin1/2,0.3
1161,QCL,5.638968567482629e-07,sin1/2,0.5
1162,GPR,0.0012393477265294729,sin1/2,0.5
1163,DNN,0.023261593796912505,sin1/2,0.5
1164,QCL,5.633639387536859e-05,sin1/2,0.7
1165,GPR,0.04124038752367816,sin1/2,0.7
1166,DNN,0.2068042402987422,sin1/2,0.7
1167,QCL,4.070525142951815e-05,sin1/2,0.9
1168,GPR,0.23584463134476766,sin1/2,0.9
1169,DNN,0.144717052861036,sin1/2,0.9
1170,QCL,0.19736407531161726,sin,0.1
1171,GPR,6.105439091637849e-07,sin,0.1
1172,DNN,0.03821258384930986,sin,0.1
1173,QCL,0.33336297617267435,sin,0.3
1174,GPR,0.0020253556953387644,sin,0.3
1175,DNN,0.16517851278874932,sin,0.3
1176,QCL,0.7704643698620954,sin,0.5
1177,GPR,0.15994663906672374,sin,0.5
1178,DNN,0.27517732300721964,sin,0.5
1179,QCL,0.5706020963072811,sin,0.7
1180,GPR,0.17772557937823452,sin,0.7
1181,DNN,9.016108713100582,sin,0.7
1182,QCL,0.4912746775153465,sin,0.9
1183,GPR,0.27194446391143956,sin,0.9
1184,DNN,5.8046963858026155,sin,0.9
1185,QCL,0.2826678071841141,sin2,0.1
1186,GPR,0.0016711614054778455,sin2,0.1
